MROQ,Rosenheim Bedienstandort,Rosenheim BSO,,
MROS,Rosenheim Hochschule,Ro Hochschule,,
MROSO,Rosenheim Hochschule O-Maria-Greif-Str,Ro Hochsch Greif,,
MROT,Rottau,Rottau,,
MRP,München Rosenheimer Platz,Mü Rosenheimerpl,,
MRPD,Ruhpolding,Ruhpolding,,
MRS,Reichertshausen (Ilm),Reichertshsn/Ilm,,
MRSN,Rühlingstetten,Rühlingstetten,,
MRST,Rückstetten,Rückstetten,,
MRT,Rott (Inn),Rott (Inn),,
MRTA,Röthenbach (Allgäu),Röthenbach/Allg,,
MRUM,Bergen Rumgraben,Rumgraben,,
MRUS,Ruhstorf,Ruhstorf,,
MS,München Süd,München Süd,,
MSA,Steinebach,Steinebach,,
MSAB,St Alban,St Alban,,
MSAD,Saaldorf-Surheim,Saaldorf-Surheim,,
MSAD,Saaldorf-Surheim,Saaldorf-Surheim,,
MSAF,Mering - Sankt Afra,Mering-St Afra,,
MSAL,Sallach,Sallach,,
MSAT,Salet (Obersee),Salet (Obersee),,
MSAU,Steinebach Üst,Steinebach Üst,,
MSB,Markt Schwaben,Markt Schwaben,,
MSBD,Seiboldsdorf,Seiboldsdorf,,
MSBH,Sulzbach (Inn),Sulzbach (Inn),,
MSBI,Simbach (Inn),Simbach (Inn),,
MSBQ,Markt Schwaben Bedienstandort,Markt Schwab BSO,,
MSBR,Seebruck,Seebruck,,
MSBT,St. Bartholomä,St. Bartholomä,,
MSC,Schechen,Schechen,,
MSC G,Schechen Gasthaus Egger,Schechen Gasth E,,
MSCA,Schalchen Awanst,Schalchen Awanst,,
MSCG,Schwaigen,Schwaigen,,
MSCH,München-Schwabing,Mü-Schwabing,,
MSCL,Schalchen,Schalchen,,
MSCN,Schmiechen (Schwab),Schmiechen/Schw,,
MSCS,Schliersee,Schliersee,,
MSCX,Schliersee Bedienplatz ESTW,Schliersee ZBP,,
MSD,Stockdorf,Stockdorf,,
MSDF,Schondorf (Bay),Schondorf (Bay),,
MSDG,Schwindegg,Schwindegg,,
MSE,Seeshaupt,Seeshaupt,,
MSEB,Seeleiten-Berggeist,Seeleiten-Bergg,,
MSED,Senden,Senden,,
MSEG,Seeg,Seeg,,
MSEH,Ingolstadt-Seehof,Ingolst-Seehof,,
MSF,Sonthofen,Sonthofen,,
MSFG,Schaftlach DB-Grenze,Schaftlach DB-Gr,,
MSFL,Schaftlach,Schaftlach,,
MSGB,Saulgrub,Saulgrub,,
MSGD,Siegsdorf,Siegsdorf,,
MSGU,Schongau,Schongau,,
MSH,Seefeld-Hechendorf,Seefeld-Hechendf,,
MSHG,Steinhöring,Steinhöring,,
MSHH,Schwabhausen (b Dachau),Schwabhsn/Dachau,,
MSHM,Sontheim (Schwab),Sontheim(Schwab),,
MSHN,Schrobenhausen,Schrobenhausen,,
MSHU,Schwabhausen Nord,Schwabhsn Nord,,
MSHW,Ingolstadt Nord Werkbf Terreno,Werkbf Terreno,,
MSHX,Sontheim (Schwab) ESTW-A,Sontheim ESTW-A,,
MSIM,Simssee,Simssee,,
MSKI,Stephanskirchen,Stephanskirchen,,
MSKIA,Stephanskirchen Abzweigstelle,Stephanski Abzw,,
MSL,Schwaigerloh,Schwaigerloh,,
MSLG,Schierling,Schierling,,
MSLH,Schopfloch (Mittelfr),Schopfloch(Mifr),,
MSLS,Schlachters,Schlachters,,
MSLX,Schlachters ESTW-A,Schlachters ESTW,,
MSM,Schleißheim,Schleißheim,,
MSMN,Schwabmünchen,Schwabmünchen,,
MSMS,Straß-Moos,Straß-Moos,,
MSMX,Stammham ESTW-A,Stammham ESTW-A,,
MSN,München-Solln,München-Solln,,
MSNG,Schöngeising,Schöngeising,,
MSNO,Starnberg Nord,Starnberg Nord,,
MSO,Solnhofen,Solnhofen,,
MSR,Sauerlach,Sauerlach,,
MST,Starnberg,Starnberg,,
MSTA,Iffeldorf,Iffeldorf,,
MSTH,München-Steinhausen,Mü-Steinhausen,,
MSTN,Stein (Traun),Stein (Traun),,
MSTR,Straß,Straß,,
MSTS,Stetten (Schwab),Stetten(Schwab),,
MSTU,Starnberg Üst,Starnberg Üst,,
MSTW,Meitingen Stahlwerk,Stahlwerk,,
MSUG,Sulzberg,Sulzberg,,
MSUM,Surheim,Surheim,,
MSUM,Surheim,Surheim,,
MSW,München Siemenswerke,Mü Siemenswerke,,
MSW O,München-Obersendling,Mü-Obersendling,,
MSWG,Senden DB/SWU,Senden DB/SWU,,
MSWN,Schwenningen (Bay),Schwenningen/Bay,,
MSY,Soyen,Soyen,,
MSY D,Soyen Dorfstraße,Soyen Dorfstraße,,
MSZ,Salzburg Hbf entspricht XASB (AT),Salzb Hbf XASB,,
MSZH,Schnerzhofen,Schnerzhofen,,
MTA,Tauberfeld,Tauberfeld,,
MTAG,Taglaching,Taglaching,,
MTAGO,Osterseeon,Osterseeon,,
MTCH,Tacherting,Tacherting,,
MTE,Tegernsee,Tegernsee,,
MTFD,Türkenfeld,Türkenfeld,,
MTFX,Türkenfeld Zentralblock,Türkenfeld ZBK,,
MTG,Töging (Inn),Töging (Inn),,
MTHB,Türkheim (Bay) Bahnhof,Türkheim (B) Bf,,
MTHG,Türkheim (Bay) DB-Grenze,Türkheim DB-Gr,,
MTHM,Türkheim (Bay) Markt,Türkheim/B Markt,,
MTHN,Thannhausen (Schwab),Thannhausen/Schw,,
MTHU,Thansau,Thansau,,
MTK,München-Thalkirchen,Mü-Thalkirchen,,
MTL,Treuchtlingen,Treuchtlingen,,
MTLG,Tüßling,Tüßling,,
MTLGO,Tüßling Ost,Tüßling Ost,,
MTLGO,Tüßling Ost,Tüßling Ost,,
MTLGS,Tüßling Süd,Tüßling Süd,,
MTLGS,Tüßling Süd,Tüßling Süd,,
MTMA,Thann-Matzbach,Thann-Matzbach,,
MTMAO,Lengdorf Ort,Lengdorf Ort,,
MTNB,Trennbach,Trennbach,,
MTNB,Trennbach,Trennbach,,
MTNG,Traunstein Ruhpolding DB/RNI Grenze,Traunstn DB/RNI,,
MTO,Teisendorf,Teisendorf,,
MTPF,Tapfheim,Tapfheim,,
MTR,München-Trudering,Mü-Trudering,,
MTRD,Traundorf,Traundorf,,
MTRS,Traunreut Bosch-Siemens,Traunr Siemens,,
MTRT,Traunreut,Traunreut,,
MTS,Traunstein,Traunstein,,
MTSB,Trostberg,Trostberg,,
MTSBB,Trostberg ZBH,Trostberg ZBH,,
MTSG,Traunstein Garching DB/RNI Grenze,Traunstei DB/RNI,,
MTSK,Traunstein Klinikum,Traunst Klinikum,,
MTU,Taufkirchen,Taufkirchen,,
MTUG,Tutting,Tutting,,
MTUG,Tutting,Tutting,,
MTUL,Tulling,Tulling,,
MTYL,Tyrlaching,Tyrlaching,,
MTZ,Tutzing,Tutzing,,
MTZX,Tutzing ESTW Anpassung,Tutzing ESTW Anp,,
MUA,Unteraschau,Unteraschau,,
MUAG,Unterammergau,Unterammergau,,
MUF,Uffing am Staffelsee,Uffing a Staffel,,
MUFG,Unterföhring,Unterföhring,,
MUFH,Unterfahlheim,Unterfahlheim,,
MUG,Germering-Unterpfaffenhofen,Germering-Upfhfn,,
MUGH,Ungerhausen,Ungerhausen,,
MUGR,Untergrainau,Untergrainau,,
MUH,Unterhaching,Unterhaching,,
MUHN,Unterhausen (Bay),Unterhausen/Bay,,
MUHO,Uttenhofen,Uttenhofen,,
MUHU,Unterhaching (Üst),Unterhaching Üst,,
MUO,Murnau Ort,Murnau Ort,,
MURB,Umrathshausen Bahnhof,Umrathshausen Bf,,
MURO,Umrathshausen Ort,Umrathshsn Ort,,
MURS,Urschalling,Urschalling,,
MUS,Übersee,Übersee,,
MUSG,Unterschwaningen,Unterschwaningen,,
MUSM,Unterschleißheim,Unterschleißheim,,
MUTG,Utting,Utting,,
MUWB,Unterwurmbach,Unterwurmbach,,
MUZ,Tutzing-Unterzeismering,Unterzeismering,,
MUZL,Unterzolling,Unterzolling,,
MVAD,Vachendorf,Vachendorf,,
MVBG,Vehlberg,Vehlberg,,
MVG,Vohburg-Rockolding,Vohbg-Rockolding,,
MVLD,Velden (Vils),Velden (Vils),,
MVO,Vogl,Vogl,,
MVRN,Vöhringen,Vöhringen,,
MVRU,Vöhringen Unterwerk Trafoumsetzstelle,Vöhringen UW,,
MVRW,Vohburg Werkbahnhof Bayernoil,Vohbg Bayernoil,,
MVS,Vaterstetten,Vaterstetten,,
MVSB,Vilsbiburg,Vilsbiburg,,
MWAE,Wächterhof,Wächterhof,,
MWAG,Nördlingen DB-Grenze (Wallerstein),Nördl DB-Gr (WA),,
MWAH,Walkertshofen,Walkertshofen,,
MWAL,Wallerstein,Wallerstein,,
MWAS,Wasserzell (b Eichstätt),Wasserzell/Eich,,
MWBG,Wasserburg (Bodensee),Wasserbg/Bodens,,
MWBH,Weibhausen,Weibhausen,,
MWBM,Wolnzach Markt,Wolnzach Markt,,
MWBN,Wilburgstetten,Wilburgstetten,,
MWBU,Weißensberg Üst,Weißensberg Üst,,
MWCK,Burghausen Wackerwerk,Wackerwerk,,
MWDB,Weidenbach,Weidenbach,,
MWDF,Westendorf,Westendorf,,
MWDG,Weiderting,Weiderting,,
MWDS,Wendelstein,Wendelstein,,
MWEG,Wemding,Wemding,,
MWEI,Weichering,Weichering,,
MWFU,Wifling Üst,Wifling Üst,,
MWGN,Waging,Waging,,
MWGU,Warngau,Warngau,,
MWH,Weilheim (Oberbay),Weilheim/Obb,,
MWHA,Wertach-Haslach,Wertach-Haslach,,
MWHN,Walleshausen,Walleshausen,,
MWHQ,Weilheim Bedienstandort,Weilheim BSO,,
MWHS,Westheim (Schwab),Westheim/Schwab,,
MWHX,Weilheim ESTW Bedienplatz,Weilheim ZBP S&B,,
MWI,Wilzhofen,Wilzhofen,,
MWIT,Witzighausen,Witzighausen,,
MWKG,Waldkraiburg-Kraiburg,Waldkraibg-Kraib,,
MWKN,Walpertskirchen,Walpertskirchen,,
MWKR,München-Westkreuz,Mü-Westkreuz,,
MWLA,Weiler (Allgäu),Weiler (Allgäu),,
MWLB,Weilbach,Weilbach,,
MWM,Westerham,Westerham,,
MWML,Weihmichl,Weihmichl,,
MWNS,Wörnitzstein,Wörnitzstein,,
MWO,Wolfratshausen,Wolfratshausen,,
MWOH,Wollmetshofen,Wollmetshofen,,
MWS,Weßling (Oberbay),Weßling/Obb,,
MWSB,Wasserburg (Inn) Bahnhof,Wasserb (Inn) Bf,,
MWSG,Wasserburg (Günz),Wasserburg/Günz,,
MWSH,Weißenhorn,Weißenhorn,,
MWSI,Wasserburg (Inn) Stadt,Wasserbg/Inn St,,
MWSI,Wasserburg (Inn) Stadt,Wasserbg/Inn St,,
MWSIB,Wasserburg(Inn) Stadt Busbahnhof,Wasserbg(Inn) St,,
MWSL,Tittmoning-Wiesmühl,Tittmoning-Wiesm,,
MWSLB,Tittmoning Stadtplatz,Tittmong Stadtpl,,
MWSM,Wiesmühl (Alz),Wiesmühl (Alz),,
MWTD,Wassertrüdingen,Wassertrüdingen,,
MWTG,Wertingen,Wertingen,,
MWTI,Wörth (Isar),Wörth (Isar),,
MWTR,München-Waldtrudering,Mü-Waldtrudering,,
MWUH,Wullenstetten Hp,Wullenstetten Hp,,
MWZH,Weizern-Hopferau,Weizern-Hopferau,,
MXG,Griesen (Oberbay) Grenze,Griesen(Obb) Gr,,
MXKI,Kiefersfelden Grenze,Kiefersfelden Gp,,
MXKU,Kufstein Grenze,Kufstein Grenze,,
MXLR,Lindau-Reutin Grenze,Lindau-Reutin Gr,,
MXM,Mittenwald Grenze,Mittenwald Gr,,
MXP,Pfronten-Steinach Grenze,Pf-Steinach Gr,,
MXS,Simbach (Inn) Grenze,Simbach (Inn) Gr,,
MXSS,Salzburg Grenze Süd,Salzb Gr Süd,,
MXSZ,Salzburg Grenze,Salzburg Grenze,,
MZHN,Ziemetshausen,Ziemetshausen,,
MZHP,Zollhaus-Petersthal,Zollhs-Petersth,,
MZI,Ziegelsham,Ziegelsham,,
MZO,Zorneding,Zorneding,,
MZO B,Baldham Bbf,Baldham Bbf,,
MZP,Zugspitzplatt,Zugspitzplatt,,
NAD,Altdorf (b Nürnberg),Altdorf (b Nür),,
NADM,Adelsdorf (Mittelfr),Adelsdf/Mittelfr,,
NADW,Altdorf West,Altdorf West,,
NAEG,Fürth Gbf AEG,Fürth Gbf AEG,,
NAG,Altengronau,Altengronau,,
NAH,Aschaffenburg Hbf,Aschaffenbg Hbf,"49,98053","9,14385"
NAH A,Aschaffenburg Hbf Ausfahrt,Aschaff Hbf Ausf,,
NAH E,Aschaffenburg Hbf Einfahrt,Aschaff Hbf Einf,,
NAH G,Aschaffenburg-Goldbach,Aburg-Goldbach,,
NAH U,Aschaffenburg Hbf Umspanngruppe,Aschaff Hbf Ums,,
NAHA,Aschaffenburg Hafen,Aschaffenbg Hfn,,
NAHF,Aschaffenburg-Hochschule,Aburg Hochschule,,
NAIB,Aidenbach,Aidenbach,,
NAKW,Amberg Kaolin 1,Amberg Kaolin 1,,
NALB,Allersberg (Rothsee),Allersb(Rothsee),,
NALBJ,Allersberg Johannisbrücke,Allersb Johannis,,
NALI,Alitzheim,Alitzheim,,
NALW,Altenstadt (Waldnaab),Altenstadt (W),,
NAM,Amberg,Amberg,,
NAMB,Amorbach,Amorbach,,
NAMD,Amberg Dorfner,Amberg Dorfner,,
NAMS,Amselfing,Amselfing,,
NAN,Ansbach,Ansbach,"49,29798","10,57775"
NANBQ,Ansbach iBS,Ansbach iBS,,
NANG,Aschaffenburg-Nilkheim DB-Grenze,Nilkheim DB-Gr,,
NANI,Aschaffenburg-Nilkheim,Aschaff-Nilkheim,,
NANQ,Ansbach Bedienstandort,Ansbach BSO,,
NANS,Ansbach Stadt,Ansbach Stadt,,
NANX,Ansbach ESTW-Z,Ansbach ESTW-Z,,
NAO,Auerbach (Oberpf),Auerbach (Opf),,
NARG,Arnschwang,Arnschwang,,
NARN,Arnstein (Unterfr),Arnstein (Ufr),,
NARR,Arrach,Arrach,,
NAS,Altenschwand,Altenschwand,,
NASG,Aschaffenburg Miltenberg DB/RNI Grenze,Aschaffbg DB/RNI,,
NASL,Aschaffenburg Masch-Fabrik Linde,A-burg Masch-Fab,,
NASO,Aschaffenburg Ost,Aschaffenbg Ost,,
NASO,Aschaffenburg Ost,Aschaffenbg Ost,,
NASU,Aschaffenburg Süd,Aschaffenbg Süd,,
NASUM,Aschaffenburg Süd Bft Mainbrücke,Aburg Süd Mainbr,,
NAT,Altengronau Süd,Altengronau Süd,,
NAUG,Forchheim Augrabenbrücke,Augrabenbrücke,,
NAUR,Außenried,Außenried,,
NAVE,Fürth Alte Veste,Alte Veste,,
NAWN,Anwanden,Anwanden,,
NAZ,Arzberg (Oberfr),Arzberg (Oberfr),,
NBA,Bamberg,Bamberg,,
NBA B,Bamberg Bahnhof,Bamberg Bahnhof,,
NBA H,Bamberg Hafen,Bamberg Hafen,,
NBA S,Bamberg Süd,Bamberg Süd,,
NBAB,Bad Abbach,Bad Abbach,,
NBAD,Bamberg Denscheilmann und Wellein,Densch-Wel,,
NBAF,Balbersdorf,Balbersdorf,,
NBAQ,Bamberg Bedienstandort,Bamberg BSO,,
NBAU,Baunach,Baunach,,
NBAW,Weiden Bayernwerk,Bayernw Weiden,,
NBAX,Bamberg ESTW-Z,Bamberg ESTW-Z,,
NBAXT,Bamberg Technikstandort,Bamberg TSO,,
NBB,Bad Brückenau,Bad Brückenau,,
NBB B,Bad Brückenau (Bush),Bad Brückenau B,,
NBBN,Bieberehren,Bieberehren,,
NBD,Baiersdorf,Baiersdorf,,
NBE,Beratzhausen,Beratzhausen,,
NBEB,Burgebrach,Burgebrach,,
NBEH,Behringersdorf,Behringersdorf,,
NBEI,Bayerisch Eisenstein,Bay Eisenstein,,
NBER,Behringersmühle,Behringersmühle,,
NBERB,Behringersmühle Bus,Behringersm Bus,,
NBF,Burglengenfeld,Burglengenfeld,,
NBFL,Baunach Flüssiggas,Baunach Flüssigg,,
NBG,Breitengüßbach,Breitengüßbach,,
NBG S,Breitengüßbach Süd,Breitengüßb. Süd,,
NBH,Batzhausen,Batzhausen,,
NBHB,Burgbernheim Himmelfahrtsberg,B Himmelfahrtsbg,,
NBHF,Böhmhof,Böhmhof,,
NBHG,Bayreuth-St Georgen BHG,Bayreuth-SG BHG,,
NBHM,Bergtheim,Bergtheim,,
NBHU,Batzhausen Üst,Batzhausen Üst,,
NBI,Bindlach,Bindlach,,
NBIM,Bischofsheim (Rhön),Bischofsh (Rhön),,
NBIN,Bischofsgrün,Bischofsgrün,,
NBK,Burgkunstadt,Burgkunstadt,,
NBKG,Bad Königshofen im Grabfeld,Bad Königsh i G,,
NBKI,Bad Kissingen,Bad Kissingen,,
NBLA,Blaibach (Oberpf),Blaibach(Oberpf),,
NBM,Buchbrunn-Mainstockheim,Buchbrunn-Mains,,
NBMA,Bodenmais,Bodenmais,,
NBMS,Bettmannsäge,Bettmannsäge,,
NBN,Burgsinn,Burgsinn,,
NBNB,Burgsinn Bbf,Burgsinn Bbf,,
NBNE,Bad Neustadt (Saale),Bad Neust/Saale,,
NBNEB,Bad Neustadt (Saale) Busbf,B Neustadt (S) B,,
NBO,Bogen,Bogen,,
NBOB,Böbrach,Böbrach,,
NBOE,Bodenwöhr Nord,Bodenwöhr Nord,,
NBR,Bergrheinfeld,Bergrheinfeld,,
NBRE,Miltenberg-Breitendiel,Breitendiel,,
NBRU,Bamberg Bruckertshof,Bruckertshof,,
NBSI,Bayreuth-St Georgen Sigu,Bayreuth-SG Sigu,,
NBST,Bad Steben,Bad Steben,,
NBT,Buttenheim,Buttenheim,,
NBTH,Bubenreuth,Bubenreuth,,
NBTU,Burgthann Üst,Burgthann Üst,,
NBUE,Büchenbach,Büchenbach,,
NBUG,Burggailenreuth,Burggailenreuth,,
NBUH,Burghaslach,Burghaslach,,
NBUM,Burgbernheim,Burgbernheim,,
NBUR,Burglauer,Burglauer,,
NBUS,Burgbernheim Stadt,Burgbernhm Stadt,,
NBUT,Burgthann,Burgthann,,
NBUU,Büchenbach (Üst),Büchenbach Üst,,
NBUW,Burgbernheim-Wildbad,Burgbernh-Wildb,,
NBW,Burgwindheim,Burgwindheim,,
NBWH,Regensburg-Burgweinting Hp,Reg-Burgw Hp,,
NBWI,Bad Windsheim,Bad Windsheim,,
NBY,Bayreuth Hbf,Bayreuth Hbf,,
NBYA,Bayreuth Altstadt,Bayreuth Altst,,
NBYD,Bayreuth DB-Grenze,Bayreuth DB-Gr,,
NBYG,Bayreuth-St Georgen,Bayreuth-St G,,
NBYQ,Bayreuth Bedienstandort,Bayreuth BSO,,
NBZH,Markt Berolzheim,Berolzheim,,
NC,Coburg,Coburg,,
NCA,Cadolzburg,Cadolzburg,,
NCBD,Coburg-Beiersdorf,Cobg-Beiersdorf,,
NCG,Coburg Gbf,Coburg Gbf,,
NCGQ,Coburg iBS,Coburg iBS,,
NCGX,Coburg ESTW-ZE,Coburg ESTW-ZE,,
NCH,Cham (Oberpf),Cham (Oberpf),,
NCH S,Cham (Oberpf) Schwedenschanze,Cham Schwedensch,,
NCHA,Chamerau,Chamerau,,
NCHM,Cham Müll,Cham Müll,,
NCHX,Cheb (CZ) entspricht XTCH,Cheb (CZ) XTCH,,
NCL,Creglingen,Creglingen,,
NCN,Coburg Nord,Coburg Nord,,
NCNS,Coburg-Neuses,Coburg-Neuses,,
NCQ,Coburg Bedienstandort,Coburg BSO,,
NCR,Creidlitz,Creidlitz,,
NCRB,Creidlitz Brandt,Creidlitz Brandt,,
NCRE,Creußen (Oberfr),Creußen (Oberfr),,
NCRS,Creidlitz Schenker Eurocargo,Creidlitz Schenk,,
NDAU,Döhlau,Döhlau,,
NDB,Dombühl,Dombühl,,
NDB B,Dombühl BEM,Dombühl BEM,,
NDBG,Dombühl DB-Grenze,Dombühl DB-Gr,,
NDE,Deining (Oberpf),Deining (Oberpf),,
NDEB,Dettelbach Bahnhof,Dettelbach Bf,,
NDEU,Deining Üst,Deining Üst,,
NDFL,Dörflein,Dörflein,,
NDG,Deggendorf Hbf,Deggendorf Hbf,,
NDG E,Deggendorf Eginger Straße,Deggendorf Eg S,,
NDH,Deggendorf Hafen,Deggendorf Hafen,,
NDHF,Nürnberg-Dürrenhof,Nür-Dürrenhof,,
NDHG,Deggendorf Hafen DB-Grenze,Deggend Ha DB-Gr,,
NDI,Dittenbrunn,Dittenbrunn,,
NDIE,Diebach,Diebach,,
NDIS,Diesenbach,Diesenbach,,
NDIW,Maxhütte-Haidhof Didier-Werke,Maxhütte-H D W,,
NDM,Dottenheim,Dottenheim,,
NDN,Deuerling,Deuerling,,
NDOE,Dörfles-Esbach,Dörfles-Esbach,,
NDP,Dorfprozelten,Dorfprozelten,,
NDS,Hengersberg PA Schwaiger,PA Schwaiger,,
NDT,Dietersheim,Dietersheim,,
NDTH,Nürnberg-Dutzendteich Hp,Nür-Dutzendt Hp,,
NDUE,Demantsfürth-Uehlfeld,Demantsfürth-Ueh,,
NDW,Dürrenwaid,Dürrenwaid,,
NEB,Ebern Hp,Ebern Hp,,
NEBE,Eberau,Eberau,,
NEBH,Ebenhausen (Unterfr),Ebenhausen(Ufr),,
NEBM,Ebermannstadt,Ebermannstadt,,
NEBMB,Ebermannstadt Busbf,Ebermannst Busbf,,
NEBMD,Ebermannstadt DFS,Ebermannst DFS,,
NEBN,Ebern,Ebern,,
NEBR,Ebrach,Ebrach,,
NEC,Ebersdorf (b Coburg),Ebersdorf (Cobg),,
NED,Ebensfeld,Ebensfeld,,
NEDS,Erbendorf Süd,Erbendorf Süd,,
NEE,Ebelsbach-Eltmann,Ebelsbach-Eltm,,
NEF,Eltersdorf,Eltersdorf,,
NEF G,Eltersdorf-Gründlach,Eltersdf-Gründla,,
NEF M,Eltersdorf Mitte,Eltersdorf Mitte,,
NEF O,Eltersdorf Ost,Eltersdorf Ost,,
NEF S,Eltersdorf Süd,Eltersdorf Süd,,
NEG,Ebing,Ebing,,
NEGE,Egersdorf,Egersdorf,,
NEHM,Eisenheim,Eisenheim,,
NEID,Einöd,Einöd,,
NEIX,Eierberge-Tunnel Tbv,Eierberge Tbv,,
NEK,Emskirchen,Emskirchen,,
NEL,Ellingen (Bay),Ellingen (Bay),,
NELF,Elfershausen-Trimberg,Elfershs-Trimbg,,
NELS,Elsendorf,Elsendorf,,
NEM,Eußenheim,Eußenheim,,
NEMN,Eckersmühlen,Eckersmühlen,,
NEN,Eßleben,Eßleben,,
NENG,Eging,Eging,,
NEO,Eggolsheim,Eggolsheim,,
NEOS,Eggolsheim Süd,Eggolsheim Süd,,
NER,Erlangen,Erlangen,,
NER B,Erlangen Busbahnhof Parkplatzstraße,Erlangen Busbf P,,
NER G,Erlangen Gbf,Erlangen Gbf,,
NERB,Erlangen-Bruck,Erlangen-Bruck,,
NERH,Erlangen-Bruck Hp,Erl-Bruck Hp,,
NERK,Erkersreuth,Erkersreuth,,
NERL,Erlenbach am Main,Erlenbach (M),,
NERM,Ermetzhofen,Ermetzhofen,,
NERP,Erlau (b Passau),Erlau (b Passau),,
NERS,Erlangen Paul-Gossen-Straße,PaulGossenStraße,,
NES,Leinach Espenloh,Espenloh,,
NESB,Eschenbach (b Markt Erlbach),Eschenbach b M E,,
NESD,Escherndorf,Escherndorf,,
NESE,Esbacher See Abzw,Esbacher See Abz,,
NESU,Eschenau (Mittelfr),Eschenau (Mfr),,
NET,Etterzhausen,Etterzhausen,,
NETU,Etterzhausen Üst,Etterzhausen Üst,,
NEU,Euerdorf,Euerdorf,,
NEVO,Bayreuth-St Georgen EVO,Bayreuth-St EVO,,
NEW,Etzelwang,Etzelwang,,
NEZ,Etzenricht,Etzenricht,,
NF,Fürth (Bay) Hbf,Fürth (Bay) Hbf,,
NF G,Fürth (Bay) Gbf,Fürth (Bay) Gbf,,
NFA,Falls,Falls,,
NFBB,Fürth-Burgfarrnbach,Fürth-Burgfbach,,
NFBX,Füllbach-Tunnel Tbv,Füllbach Tbv,,
NFCH,Faulbach (Main),Faulbach,,
NFD,Fladungen,Fladungen,,
NFDB,Fürth-Dambach,Fürth-Dambach,,
NFDF,Förtschendorf,Förtschendorf,,
NFEX,Feuerfelsen-Tunnel Tbv,Feuerfelsen Tbv,,
NFF,Frensdorf,Frensdorf,,
NFFG,Strullendorf DB-Grenze,Strullend DB-Gr,,
NFH,Forth,Forth,,
NFHA,Fischhaus,Fischhaus,,
NFHB,Frahelsbruck,Frahelsbruck,,
NFI,Fischbach (b Nürnberg) ESTW,Fischbach ESTW,,
NFIA,Fischbach (b Nürnberg) Üst,Fischbach Üst,,
NFIH,Fischbach (b Nürnberg),Fischbach (Nür),,
NFIL,Fichtelberg,Fichtelberg,,
NFIN,Nürnberg-Fischbach Nokia,Nokia,,
NFKL,Fürth Klinikum,Fürth Klinikum,,
NFLS,Floß,Floß,,
NFM,Freudenberg-Kirschfurt,Freudenberg,,
NFO,Forchheim (Oberfr),Forchheim (Ofr),,
NFOE,Förbau,Förbau,,
NFON,Forchheim (Oberfr) Nord,Forchheim Nord,,
NFR,Freihöls,Freihöls,,
NFRA,Frauenaurach,Frauenaurach,,
NFRE,Freihung,Freihung,,
NFRP,Freihung Porphyrwerke,Freihung Porphy,,
NFSA,Fürth-Stadeln,Stadeln,,
NFSB,Friedrichsthal (b Bayreuth),Friedrthal/Bayr,,
NFSE,Fürth-Steinach,Steinach,,
NFT,Feucht,Feucht,,
NFTM,Feucht-Moosbach,Feucht-Moosbach,,
NFTO,Feucht Ost,Feucht Ost,,
NFU,Frauenau,Frauenau,,
NFUA,Fürth-Unterfürberg Abzw,Fürth-UntfürbgA,,
NFUE,Fürsteneck,Fürsteneck,,
NFUF,Fürth-Unterfürberg,Fürth-Untfürberg,,
NFUH,Fürth-Unterfarrnbach Abzw,Unterfarrnb Abzw,,
NFW,Furth im Wald,Furth i Wald,,
NFWS,Fürth Westvorstadt,Fürth Westvorst,,
NFY,Freyung,Freyung,,
NFZ,Feilitzsch,Feilitzsch,,
NG,Gräfendorf,Gräfendorf,,
NGAE,Gädheim,Gädheim,,
NGAH,Großalbershof,Großalbershof,,
NGAM,Gambach Üst,Gambach Üst,,
NGAS,Gasseldorf,Gasseldorf,,
NGD,Gundelsdorf,Gundelsdorf,,
NGDG,Greding Bahnhofstraße,Greding Bfstr,,
NGDGB,Greding Bahnhofstraße BEX,Greding Bfstr BX,,
NGE,Georgensgmünd,Georgensgmünd,,
NGEF,Gefrees,Gefrees,,
NGER,Gerolzhofen,Gerolzhofen,,
NGET,Geigant,Geigant,,
NGF,Grafling,Grafling,,
NGFA,Grafling-Arzting,Grafling-Arzting,,
NGFG,Gräfenberg,Gräfenberg,,
NGFU,Grafenau,Grafenau,,
NGFW,Grafenwiesen,Grafenwiesen,,
NGG,Gosberg,Gosberg,,
NGHG,Gochsheim (Unterfr) DB-Grenze,Gochsheim DB-Gr,,
NGHM,Gochsheim (Unterfr),Gochsheim (Ufr),,
NGHR,Großheirath,Großheirath,,
NGIU,Girching,Girching,,
NGKA,Frauenaurach Großkraftwerk Anst,GKW Frauenaur A,,
NGKF,Frauenaurach Großkraftwerk Franken II,GKW Frauenaurach,,
NGL,Großlangheim,Großlangheim,,
NGLH,Nürnberg-Gleißhammer,Nür-Gleißhammer,,
NGLW,Glanzstoffwerke,Glanzstoffwerke,,
NGM,Gemünden (Main),Gemünden (Main),"50,04996","9,70011"
NGM S,Gemünden (Main) Saalebrücke,Gemünden Saalebr,,
NGMD,Gottmannsdorf,Gottmannsdorf,,
NGOD,Goßmannsdorf,Goßmannsdorf,,
NGOE,Görschnitz,Görschnitz,,
NGOS,Gößweinstein,Gößweinstein,,
NGOSP,Gößweinstein Post,Gößweinst Post,,
NGPA,Gumpenried-Asbach,Gumpenried-Asb,,
NGR,Grafenwöhr,Grafenwöhr,,
